geoid,census_block_id
'530350901021056',27985
'530350901021033',27977
'530350901023005',27826
'530350901011011',51681
'530350903003009',28539
'530350903001020',28606
'530350905021024',28270
'530350902022017',28061
'530359400002033',28245
'530359401004032',28407
'530350903004121',31215
'530359401002012',28501
'530359401001019',28533
'530350911001024',31217
'530350911001026',31217
'530350911003007',28679
'530350911001059',28617
'530350911001020',31217
'530350911001039',31217
'530359401004053',28417
'530359401004036',28383
'530359401004055',28355
'530359401004038',28305
'530359401003015',28295
'530350920003030',29005
'530350920001016',29704
'530350920002029',30331
'530350920003004',29438
'530350809003006',29478
'530350809003015',29626
'530350914002018',29386
'530350807003004',29590
'530350809002014',29786
'530350804003008',29728
'530350913022006',28700
'530350814001036',31160
'530350810003026',51835
'530350814001043',31160
'530350814001011',31160
'530350920002082',30467
'530350914002030',31148
'530350919002006',29324
'530350810003047',31160
'530350801011010',51774
'530350920002054',30574
'530350902011015',28058
'530350902021045',27891
'530359401001017',28519
'530350911002021',28584
'530350911002023',28648
'530350905012026',28288
'530350902021031',27939
'530350902022032',28029
'530350903001021',28599
'530359901000035',51613
'530350902022055',51707
'530350911002003',28499
'530350911001002',31217
'530350908003018',28713
'530350909004022',29140
'530350910003029',29411
'530350908002019',28754
'530350907001014',28729
'530350912042007',28892
'530350901011005',27816
'530350901011027',27819
'530350901023006',27862
'530350901012021',51691
'530350901013021',27961
'530350901011053',27833
'530350901011018',27841
'530350901011024',27852
'530350910004001',29627
'530350910001007',29344
'530350910002001',29039
'530350910001000',29019
'530350907001033',28852
'530350909003000',28903
'530350909003009',29033
'530350909003001',28903
'530350907001035',28880
'530350910004010',29371
'530350910003021',29300
'530350909001001',29160
'530350907001031',28805
'530350909002007',29095
'530350907001030',28784
'530350924001017',30545
'530350924002016',30693
'530350922001007',30373
'530350922001017',30389
'530350922003000',30612
'530350922002037',30591
'530350922001018',30369
'530350922001025',30458
'530350921003116',30841
'530350928022009',30995
'530350928022003',30980
'530350929023010',31029
'530350922004006',30708
'530350922001033',30629
'530350922001031',30570
'530350922001029',30565
'530350925003022',30476
'530350923002000',30474
'530350923002003',30535
'530350924001011',30576
'530350925001027',30398
'530350925002016',30352
'530350925002004',30451
'530350922002023',30549
'530350811001026',29987
'530350811002007',30129
'530350806003004',29819
'530350811001002',29893
'530350812001006',29903
'530350811002014',51828
'530350801012015',29469
'530350801012008',29448
'530350807003002',29538
'530350803002012',29687
'530350912034004',28709
'530350920002039',30542
'530350920002033',30348
'530350919003005',29237
'530350801022000',29531
'530350806005013',29757
'530350806002003',29811
'530350812002004',30059
'530350812001023',30040
'530350812001018',29952
'530350806005022',29877
'530350806005020',29880
'530350812001026',30029
'530350812001015',29994
'530350812001027',30003
'530350920001025',30025
'530350926002000',29618
'530350911002026',28637
'530350911001064',28741
'530350902012000',27915
'530350902021038',27901
'530350911002004',28473
'530350911002006',28511
'530350911003030',28895
'530350902022008',28044
'530350902022003',28023
'530350911001061',28698
'530359401001027',28515
'530359401002019',28522
'530359401003012',28310
'530350911003003',28738
'530350911003023',28841
'530359400002030',28255
'530359400001021',28238
'530359401001003',28202
'530359401004007',28351
'530359401004060',28453
'530350911001049',31184
'530359401001009',28490
'530359401001025',28489
'530350911001015',31217
'530350911001023',31217
'530350904002050',51750
'530350911002020',28590
'530350911001019',31217
'530350902022005',27941
'530359401004037',28453
'530359401004056',28376
'530359401004050',28419
'530359401001004',28378
'530359401004058',28430
'530359400002007',28241
'530350903004052',28329
'530350905013013',28404
'530359401003020',51708
'530359901000032',51641
'530350904001030',28494
'530350908003000',28724
'530350907002024',28498
'530350908003020',28739
'530350909003007',29113
'530350910003018',29381
'530350910002015',29255
'530350909004007',29027
'530350907001000',28644
'530350908002017',28701
'530350907003015',28676
'530350907003013',28694
'530350907001018',28763
'530350910002003',28979
'530350909002020',29216
'530350909004016',29044
'530350909001020',29249
'530350910001004',29269
'530350908003007',28769
'530350910001014',29269
'530350926001014',51813
'530350910003039',29379
'530350910003040',29376
'530350910001001',29049
'530350908003021',28713
'530359901000045',51724
'530359901000083',51813
'530350910003015',51625
'530350910004019',31172
'530350910001005',29269
'530350910001002',29269
'530350907002017',51728
'530350907001037',31199
'530350920002023',51847
'530350809001009',30175
'530350920001075',30405
'530350810002005',30187
'530350810003002',30101
'530350912033003',28684
'530350912041025',28864
'530350912042012',28934
'530350807003008',29718
'530350916001000',28906
'530350912042017',28963
'530350917003006',29087
'530350912034009',28714
'530350913011016',28888
'530530723091013',34164
'530530723092016',33222
'530530610012012',33548
'530530610012019',33553
'530530610012024',33560
'530530616021012',36549
'530530602001111',37191
'530530616021014',35888
'530530616021020',35896
'530530616021033',35915
'530530617001024',37239
'530530616021052',35932
'530530616021037',35930
'530539400031046',51309
'530530707031026',38666
'530539400031003',51309
'530539400101009',39477
'530539400101011',38787
'530530602001056',35246
'530530707034014',39325
'530530707033014',39772
'530539400092006',39327
'530530707034016',39410
'530539400092014',38787
'530530721122002',34561
'530539400022032',51307
'530530610012026',33558
'530530602001084',51296
'530530717053005',38993
'530530612001002',35721
'530530612001007',37250
'530530612001013',36674
'530530602001175',35967
'530530620002013',34934
'530530616011006',35704
'530530616021080',36005
'530530626002028',36112
'530530632002004',37652
'530530723122002',33261
'530530720003023',51570
'530539400051003',13398
'530530613002005',36437
'530530613001018',36398
'530530613002009',36434
'530530614002009',36481
'530530614001010',36370
'530530616011044',36454
'530530616011004',51282
'530530616011061',36487
'530539400083010',35539
'530530704033023',41796
'530530704012025',40368
'530530733021083',51314
'530539400101043',51311
'530530712052020',39782
'530530712064020',40053
'530530704012016',41885
'530530703122006',41767
'530530704031043',40700
'530530704031040',41992
'530530704041027',40743
'530530734062013',39467
'530530713102004',40227
'530530712082006',40490
'530530703153005',41266
'530530733022002',40984
'530530712072013',40711
'530530703071011',41073
'530530610023004',33102
'530530610023005',33104
'530530723101004',33167
'530530723102011',33925
'530530723101013',33168
'530530723101011',33566
'530530723101012',33567
'530530610023001',33525
'530530723111009',34160
'530539400051010',35520
'530530723102012',33592
'530530723102010',33930
'530530723132002',33372
'530530723132011',33866
'530530619001012',51308
'530530619001020',51308
'530530602001089',35957
'530530616021092',36006
'530530619001000',51308
'530530620004015',36044
'530530620004003',36044
'530530620004014',36049
'530530619001033',37756
'530530714091001',38096
'530530602001243',37189
'530530602001152',37189
'530530602001231',36015
'530530617004006',36201
'530539400032016',38707
'530530603001017',31998
'530530723132014',33956
'530530602001007',35175
'530530718031014',31343
'530530602001137',35693
'530530602001019',35396
'530539400082015',35184
'530539400053019',35192
'530539400053006',35189
'530539400053007',35875
'530530711001006',36347
'530530715053001',37928
'530530707035026',39380
'530530707035012',39397
'530539400021053',38701
'530530611005003',33079
'530530610012002',33537
'530530610012022',33562
'530539400023015',38675
'530530703135015',41182
'530530704033027',41638
'530530704012006',41883
'530530713091018',38045
'530530703121008',41095
'530530703081021',41833
'530530703093010',41032
'530530712061014',40200
'530530703072018',40915
'530530703131023',41094
'530530703131019',41096
'530530703121012',41093
'530539400102035',39566
'530539400102036',39460
'530530703073004',1760
'530530703132007',41115
'530530703132009',41113
'530530713042005',39985
'530530703132030',41126
'530530703132034',41133
'530530712063005',40321
'530530712063004',40726
'530530609032006',32758
'530530610022010',33922
'530530610022006',33892
'530530610022001',33892
'530530723053013',33298
'530530723051023',34082
'530530723053010',34130
'530530723053009',34126
'530530723056004',33607
'530530723053001',33301
'530530611005005',33080
'530530611004002',33313
'530530611005015',34071
'530530723055011',33346
'530530723054009',34206
'530530628012000',33268
'530530723131010',34208
'530530619002020',37756
'530530625001000',37437
'530530625001013',37109
'530530619001036',36107
'530530619002013',37711
'530530624005001',37437
'530539400052003',35869
'530530707031014',38656
'530539400023013',38658
'530530707033004',39426
'530530714033033',38513
'530530603002007',33010
'530530609055005',51267
'530530603001008',32145
'530530720002002',34573
'530530610013017',33852
'530530609055016',51267
'530530609054010',32997
'530530609054009',32750
'530530609054003',42255
'530530609052000',32259
'530530610011010',33105
'530530610024012',33939
'530530721111008',34608
'530530723074002',33217
'530530713091015',38035
'530530734063002',39270
'530530703123003',41721
'530539400103005',39500
'530530703122004',41711
'530539400101025',39470
'530530704041010',40743
'530530703152020',41843
'530530703082017',41005
'530530703121016',41708
'530530703073025',41490
'530530624005008',37437
'530530625002013',37771
'530530625003000',36976
'530530624004013',37771
'530530624004016',36925
'530530625004000',36925
'530530631001013',36711
'530530631001000',37726
'530530624003002',36925
'530530624003006',36925
'530530624003007',36925
'530530624004011',37771
'530530714033032',38532
'530530714091016',38546
'530530714033030',38125
'530530723131017',33245
'530530611003008',33084
'530530611003016',33084
'530530611004003',33313
'530530628011032',33631
'530530628011012',33627
'530530612003011',37640
'530530612002007',37640
'530530624002008',34981
'530530632005008',37726
'530530619002015',37781
'530530624001000',37436
'530530626002001',37409
'530530620004039',36044
'530530723113007',33508
'530530635021004',36577
'530530609032007',32756
'530530603001019',31998
'530530603003034',32216
'530530603003040',32216
'530530603003013',32391
'530530603003030',32142
'530530603002023',32776
'530530603003044',32216
'530530609041008',32783
'530530603002017',32138
'530530603002035',32776
'530530603002040',32777
'530530603002021',32776
'530530603002034',32776
'530530609041011',32783
'530530723056001',33297
'530530723131029',34092
'530530628011023',35742
'530530721051005',33617
'530530719021009',34202
'530530609042002',32166
'530530609041002',32783
'530530609041020',32783
'530530604005005',32850
'530530704012001',41881
'530530703152006',41266
'530530712103007',39910
'530539400103009',39507
'530530704041021',41724
'530530703122017',41757
'530530704031024',41733
