'Block','WAC','Jobs10'
'530530735005000','CNS19',3
'530530735005002','CNS18',3
'530530735005004','CNS14',3
'530530735005007','CNS18',3
'530530735006005','CNS12',3
'530530735006007','CNS16',3
'530539400012011','CNS20',3
'530539400021042','CNS19',3
'530539400021044','CNS11',3
'530539400021045','CNS10',3
'530539400021046','CNS10',3
'530539400021046','CNS19',3
'530539400022000','CNS06',3
'530539400022018','CNS11',3
'530539400022020','CNS04',3
'530539400022022','CNS18',3
'530539400022026','CNS19',3
'530539400022030','CNS16',3
'530539400022031','CNS11',3
'530539400022031','CNS12',3
'530539400022050','CNS04',3
'530539400022057','CNS16',3
'530539400022061','CNS19',3
'530539400022063','CNS06',3
'530539400023003','CNS09',3
'530539400031026','CNS04',3
'530539400031045','CNS19',3
'530539400032001','CNS11',3
'530539400032004','CNS16',3
'530539400032004','CNS20',3
'530539400033003','CNS19',3
'530539400041000','CNS16',3
'530539400041016','CNS19',3
'530539400043014','CNS16',3
'530539400043027','CNS06',3
'530539400044011','CNS16',3
'530539400045006','CNS14',3
'530539400045010','CNS08',3
'530539400046001','CNS19',3
'530539400061007','CNS19',3
'530539400061016','CNS19',3
'530539400062004','CNS19',3
'530539400062008','CNS19',3
'530539400062016','CNS19',3
'530539400062017','CNS19',3
'530539400071005','CNS17',3
'530539400071020','CNS19',3
'530539400071021','CNS16',3
'530539400072030','CNS19',3
'530539400073002','CNS06',3
'530539400073006','CNS19',3
'530539400081006','CNS06',3
'530539400081006','CNS12',3
'530539400081006','CNS19',3
'530539400082000','CNS19',3
'530539400082010','CNS16',3
'530539400083007','CNS19',3
'530539400091000','CNS12',3
'530539400091000','CNS18',3
'530539400101017','CNS06',3
'530539400101017','CNS16',3
'530539400101026','CNS12',3
'530539400102001','CNS14',3
'530539400102045','CNS19',3
'530539400103004','CNS05',3
'530539400111000','CNS19',3
'530539400111001','CNS04',3
'530539400111014','CNS06',3
'530539400112000','CNS17',3
'530539400112011','CNS19',3
'530539400112012','CNS19',3
'530539400113004','CNS19',3
'530610401001015','CNS19',3
'530610401002013','CNS11',3
'530610401003000','CNS10',3
'530610401003019','CNS16',3
'530610401004014','CNS07',3
'530610402001003','CNS19',3
'530610402001015','CNS19',3
'530610402003015','CNS19',3
'530610402004001','CNS18',3
'530610403001013','CNS16',3
'530610403001014','CNS18',3
'530610403001028','CNS11',3
'530610403002009','CNS07',3
'530610403002024','CNS19',3
'530610403002026','CNS19',3
'530610404001004','CNS12',3
'530610404001022','CNS07',3
'530610404001028','CNS11',3
'530610404002010','CNS07',3
'530610404002027','CNS19',3
'530610404003014','CNS16',3
'530610405001001','CNS04',3
'530610405001001','CNS19',3
'530610405001002','CNS07',3
'530610405001027','CNS07',3
'530610405001029','CNS07',3
'530610405002004','CNS07',3
'530610405002004','CNS14',3
'530610407001003','CNS19',3
'530610407002000','CNS07',3
'530610407002003','CNS11',3
'530610407002005','CNS10',3
'530610407003004','CNS18',3
'530610407003008','CNS16',3
'530610407003010','CNS12',3
'530610407003018','CNS16',3
'530610407004001','CNS07',3
'530610407004008','CNS08',3
'530610407004017','CNS17',3
'530610407004022','CNS07',3
'530610407004032','CNS04',3
'530610407004032','CNS06',3
'530610407004039','CNS04',3
'530610407004059','CNS08',3
'530610407004066','CNS12',3
'530610407004067','CNS12',3
'530610407004074','CNS04',3
'530610407004074','CNS11',3
'530610408002002','CNS07',3
'530610408002011','CNS20',3
'530610408002016','CNS10',3
'530610408002018','CNS10',3
'530610408002019','CNS12',3
'530610408002019','CNS16',3
'530610408002020','CNS05',3
'530610408002034','CNS07',3
'530610408002034','CNS14',3
'530610408002034','CNS19',3
'530610408002036','CNS19',3
'530610408002039','CNS19',3
'530610408002040','CNS06',3
'530610408002055','CNS12',3
'530610409001009','CNS04',3
'530610409002012','CNS19',3
'530610410001004','CNS19',3
'530610410001016','CNS14',3
'530610410001022','CNS18',3
'530610410002007','CNS04',3
'530610410002009','CNS06',3
'530610410002020','CNS07',3
'530610410003001','CNS07',3
'530610410003001','CNS19',3
'530610410003004','CNS12',3
'530610410003024','CNS19',3
'530610410003030','CNS05',3
'530610410003036','CNS19',3
'530610410004016','CNS10',3
'530610411001005','CNS14',3
'530610411002011','CNS07',3
'530610411003006','CNS19',3
'530610411004000','CNS19',3
'530610412012000','CNS19',3
'530610412012010','CNS14',3
'530610412021002','CNS11',3
'530610412022000','CNS12',3
'530610412022008','CNS11',3
'530610412023008','CNS18',3
'530610412024000','CNS07',3
'530610412024005','CNS19',3
'530610413011001','CNS04',3
'530610413011009','CNS04',3
'530610413011009','CNS16',3
'530610413012002','CNS05',3
'530610413012012','CNS19',3
'530610413012029','CNS04',3
'530610413012034','CNS18',3
'530610413012045','CNS17',3
'530610413013002','CNS17',3
'530610413013006','CNS04',3
'530610413013006','CNS17',3
'530610413013006','CNS19',3
'530610413013008','CNS11',3
'530610413013010','CNS18',3
'530610413014005','CNS10',3
'530610413031011','CNS19',3
'530610413032007','CNS16',3
'530610413033001','CNS05',3
'530610413042001','CNS07',3
'530610413042001','CNS19',3
'530610413042022','CNS18',3
'530610413042022','CNS19',3
'530610414001000','CNS10',3
'530610414001007','CNS19',3
'530610414002000','CNS07',3
'530610414002004','CNS16',3
'530610414002009','CNS11',3
'530610414002011','CNS08',3
'530610414003017','CNS11',3
'530610414003020','CNS19',3
'530610414004024','CNS19',3
'530610415001003','CNS06',3
'530610415001003','CNS18',3
'530610416011003','CNS16',3
'530610416011004','CNS04',3
'530610416012009','CNS10',3
'530610416014001','CNS14',3
'530610416051001','CNS07',3
'530610416051002','CNS14',3
'530610416051003','CNS19',3
'530610416051004','CNS10',3
'530610416051005','CNS19',3
'530610416053000','CNS12',3
'530610416053001','CNS17',3
'530610416053008','CNS11',3
'530610416053012','CNS11',3
'530610416053012','CNS19',3
'530610416061001','CNS11',3
'530610416061006','CNS19',3
'530610416062003','CNS19',3
'530610416071016','CNS04',3
'530610416072001','CNS14',3
'530610416081002','CNS04',3
'530610416082000','CNS04',3
'530610416084006','CNS19',3
'530610417012006','CNS07',3
'530610417012019','CNS16',3
'530610417012025','CNS18',3
'530610417013001','CNS04',3
'530610417031003','CNS08',3
'530610417032008','CNS19',3
'530610417033000','CNS04',3
'530610417033001','CNS14',3
'530610417041000','CNS04',3
'530610417041025','CNS16',3
'530610417042014','CNS16',3
'530610417042019','CNS10',3
'530610417042019','CNS16',3
'530610417042020','CNS06',3
'530610417042021','CNS11',3
'530610417042022','CNS15',3
'530610417042023','CNS12',3
'530610417042024','CNS14',3
'530610417042024','CNS19',3
'530610417043000','CNS14',3
'530610418051006','CNS19',3
'530610418051008','CNS19',3
'530610418051012','CNS19',3
'530610418051015','CNS10',3
'530610418051018','CNS16',3
'530610418051020','CNS16',3
'530610418052011','CNS05',3
'530610418052016','CNS17',3
'530610418053003','CNS10',3
'530610418053017','CNS16',3
'530610418061001','CNS11',3
'530610418061002','CNS06',3
'530610418061003','CNS04',3
'530610418061003','CNS10',3
'530610418061009','CNS06',3
'530610418061009','CNS11',3
'530610418062004','CNS12',3
'530610418062007','CNS19',3
'530610418063002','CNS07',3
'530610418063002','CNS16',3
'530610418063008','CNS14',3
'530610418065001','CNS04',3
'530610418065005','CNS11',3
'530610418066000','CNS19',3
'530610418081011','CNS16',3
'530610418081011','CNS17',3
'530610418083000','CNS04',3
'530610418083002','CNS19',3
'530610418083006','CNS19',3
'530610418091004','CNS07',3
'530610418091004','CNS14',3
'530610418092000','CNS14',3
'530610418093002','CNS11',3
'530610418101000','CNS14',3
'530610418103001','CNS06',3
'530610418111001','CNS04',3
'530610418111008','CNS05',3
'530610418111019','CNS19',3
'530610418113000','CNS11',3
'530610418113001','CNS11',3
'530610418113005','CNS18',3
'530610418113007','CNS19',3
'530610418121000','CNS14',3
'530610418121008','CNS19',3
'530610418121019','CNS11',3
'530610419011026','CNS08',3
'530610419012002','CNS18',3
'530610419012008','CNS19',3
'530610419012012','CNS06',3
'530610419012012','CNS18',3
'530610419013000','CNS04',3
'530610419013003','CNS12',3
'530610419013006','CNS19',3
'530610419013007','CNS16',3
'530610419013008','CNS19',3
'530610419032006','CNS07',3
'530610419033006','CNS15',3
'530610419034001','CNS06',3
'530610419034001','CNS11',3
'530610419034003','CNS08',3
'530610419043001','CNS10',3
'530610419043007','CNS18',3
'530610419051001','CNS11',3
'530610419052000','CNS12',3
'530610419052004','CNS16',3
'530610419052013','CNS06',3
'530610419054001','CNS19',3
'530610419054004','CNS04',3
'530610420011000','CNS07',3
'530610420011003','CNS01',3
'530610420011018','CNS16',3
'530610420012000','CNS16',3
'530610420012000','CNS19',3
'530610420012005','CNS19',3
'530610420013010','CNS07',3
'530610420013021','CNS12',3
'530610420014000','CNS15',3
'530610420014002','CNS19',3
'530610420031002','CNS16',3
'530610420031002','CNS19',3
'530610420032000','CNS07',3
'530610420032000','CNS17',3
'530610420032015','CNS04',3
'530610420042000','CNS06',3
'530610420042007','CNS15',3
'530610420042007','CNS19',3
'530610420043000','CNS05',3
'530610420043000','CNS07',3
'530610420043001','CNS20',3
'530610420043005','CNS07',3
'530610420043006','CNS04',3
'530610420043006','CNS14',3
'530610420051000','CNS05',3
'530610420051000','CNS06',3
'530610420051006','CNS15',3
'530610420051008','CNS12',3
'530610420051009','CNS12',3
'530610420051014','CNS04',3
'530610420051017','CNS12',3
'530610420053001','CNS07',3
'530610420053001','CNS12',3
'530610420053012','CNS12',3
'530610420061002','CNS16',3
'530610420061003','CNS04',3
'530610420061010','CNS18',3
'530610420061012','CNS10',3
'530610420063000','CNS12',3
'530610501011003','CNS06',3
'530610501011005','CNS04',3
'530610501011007','CNS04',3
'530610501021001','CNS04',3
'530610501021005','CNS12',3
'530610501022000','CNS15',3
'530610502001006','CNS04',3
'530610502001006','CNS19',3
'530610502002006','CNS04',3
'530610502002006','CNS16',3
'530610502003000','CNS05',3
'530610502003000','CNS10',3
'530610502004012','CNS04',3
'530610502004014','CNS07',3
'530610503001009','CNS19',3
'530610503003002','CNS14',3
'530610503003012','CNS04',3
'530610503003012','CNS11',3
'530610504011001','CNS12',3
'530610504011003','CNS14',3
'530610504011005','CNS07',3
'530610504012005','CNS06',3
'530610504013000','CNS19',3
'530610504013001','CNS06',3
'530610504014000','CNS16',3
'530610504014004','CNS12',3
'530610504015004','CNS19',3
'530610504021000','CNS06',3
'530610504021004','CNS19',3
'530610504021010','CNS07',3
'530610504021012','CNS16',3
'530610504022013','CNS19',3
'530610504024000','CNS19',3
'530610505002000','CNS19',3
'530610505002002','CNS19',3
'530610505002007','CNS04',3
'530610505002013','CNS04',3
'530610505002016','CNS12',3
'530610505003015','CNS12',3
'530610505003025','CNS10',3
'530610505003025','CNS11',3
'530610505004006','CNS06',3
'530610505004006','CNS19',3
'530610505004008','CNS07',3
'530610505004009','CNS08',3
'530610505004009','CNS10',3
'530610505004011','CNS06',3
'530610505004014','CNS15',3
'530610505004016','CNS12',3
'530610505004022','CNS06',3
'530610505004024','CNS07',3
'530610505004024','CNS10',3
'530610505005001','CNS18',3
'530610505005003','CNS19',3
'530610505005011','CNS19',3
'530610505005018','CNS12',3
'530610505005020','CNS06',3
'530610506001003','CNS10',3
'530610506001029','CNS04',3
'530610507001000','CNS07',3
'530610507001005','CNS18',3
'530610507001006','CNS14',3
'530610507002001','CNS14',3
'530610507003000','CNS19',3
'530610507003001','CNS07',3
'530610508001013','CNS14',3
'530610508001015','CNS09',3
'530610508001015','CNS18',3
'530610508002003','CNS19',3
'530610508002005','CNS07',3
'530610508002005','CNS18',3
'530610508002007','CNS14',3
'530610508002010','CNS16',3
'530610508003000','CNS04',3
'530610508003003','CNS16',3
'530610508004007','CNS15',3
'530610508004008','CNS17',3
'530610508004008','CNS19',3
'530610509001000','CNS05',3
'530610509001002','CNS10',3
'530610509003009','CNS07',3
'530610510001001','CNS14',3
'530610510001001','CNS20',3
'530610510001007','CNS19',3
'530610510001011','CNS20',3
'530610510001014','CNS10',3
'530610510001017','CNS12',3
'530610510001018','CNS05',3
'530610510001018','CNS14',3
'530610510001022','CNS06',3
'530610510001022','CNS12',3
'530610510002000','CNS04',3
'530610510003001','CNS14',3
'530610510003008','CNS04',3
'530610511001010','CNS17',3
'530610511003008','CNS07',3
'530610511003024','CNS04',3
'530610512002000','CNS04',3
'530610512002006','CNS19',3
'530610512002007','CNS19',3
'530610512003000','CNS19',3
'530610512003013','CNS05',3
'530610512004008','CNS11',3
'530610513002008','CNS04',3
'530610514001002','CNS07',3
'530610514001003','CNS06',3
'530610514001003','CNS12',3
'530610514001007','CNS14',3
'530610514001009','CNS19',3
'530610514001014','CNS08',3
'530610514001014','CNS13',3
'530610514002005','CNS12',3
'530610514002007','CNS04',3
'530610514002009','CNS07',3
'530610514002016','CNS14',3
'530610514002017','CNS18',3
'530610514002018','CNS13',3
'530610514002021','CNS10',3
'530610514002022','CNS19',3
'530610514003004','CNS11',3
'530610514004001','CNS08',3
'530610514004001','CNS18',3
'530610514004003','CNS12',3
'530610514005000','CNS10',3
'530610514005002','CNS14',3
'530610515001013','CNS11',3
'530610515002001','CNS08',3
'530610515002003','CNS04',3
'530610515003010','CNS12',3
'530610515004004','CNS18',3
'530610515004005','CNS04',3
'530610515004005','CNS06',3
'530610516011003','CNS16',3
'530610516012000','CNS04',3
'530610516012001','CNS04',3
'530610516012007','CNS16',3
'530610516012007','CNS19',3
'530610516013003','CNS16',3
'530610516014000','CNS09',3
'530610516021008','CNS14',3
'530610516023005','CNS19',3
'530610516023013','CNS04',3
'530610517011014','CNS10',3
'530610517011015','CNS07',3
'530610517012008','CNS19',3
'530610517012012','CNS14',3
'530610517012014','CNS19',3
'530610517013004','CNS15',3
'530610517013007','CNS06',3
'530610517014000','CNS11',3
'530610517014002','CNS12',3
'530610517021003','CNS07',3
'530610517021004','CNS04',3
'530610517021004','CNS16',3
'530610517021014','CNS07',3
'530610517023004','CNS15',3
'530610518021001','CNS11',3
'530610518022002','CNS12',3
'530610518022006','CNS05',3
'530610518022006','CNS07',3
'530610518022007','CNS04',3
'530610518023001','CNS10',3
'530610518023001','CNS19',3
'530610518023008','CNS06',3
'530610518023011','CNS12',3
'530610518031000','CNS18',3
'530610518031001','CNS11',3
'530610518032002','CNS19',3
'530610518032009','CNS05',3
'530610518033004','CNS12',3
'530610518041014','CNS07',3
'530610518041014','CNS19',3
'530610518042004','CNS19',3
'530610519052001','CNS11',3
'530610519053000','CNS15',3
'530610519053005','CNS04',3
'530610519055005','CNS04',3
'530610519056001','CNS04',3
'530610519057000','CNS12',3
'530610519121002','CNS16',3
'530610519121035','CNS07',3
'530610519122000','CNS08',3
'530610519131005','CNS11',3
'530610519132003','CNS19',3
'530610519134000','CNS06',3
'530610519134000','CNS12',3
'530610519142000','CNS06',3
'530610519142000','CNS12',3
'530610519142001','CNS05',3
'530610519142015','CNS19',3
'530610519142016','CNS04',3
'530610519143000','CNS19',3
'530610519143006','CNS04',3
'530610519143009','CNS07',3
'530610519144009','CNS04',3
'530610519151002','CNS09',3
'530610519151014','CNS17',3
'530610519151026','CNS04',3
'530610519152000','CNS16',3
'530610519152004','CNS19',3
'530610519154004','CNS07',3
'530610519154004','CNS12',3
'530610519161004','CNS19',3
'530610519161009','CNS12',3
'530610519163000','CNS06',3
'530610519171001','CNS04',3
'530610519171004','CNS06',3
'530610519172000','CNS04',3
'530610519184002','CNS13',3
'530610519211007','CNS08',3
'530610519212000','CNS15',3
