'block_id','sector_id','number_of_jobs'
'530330053013004','18',1.00
'530330053013004','7',24.00
'530330053013005','12',4.00
'530330053013005','13',7.00
'530330053013005','14',37.00
'530330053013005','7',10.00
'530330053013006','12',37.00
'530330053013007','12',1.00
'530330053013008','12',1.00
'530330053013008','14',92.00
'530330053013008','15',27.00
'530330053013008','7',11.00
'530330053013009','13',54.00
'530330053013009','14',69.00
'530330053013009','15',58.00
'530330053013009','16',30.00
'530330053013009','17',18.00
'530330053013009','3',4.00
'530330053013009','6',2.00
'530330053013009','7',16.00
'530330053014000','12',8.00
'530330053014000','13',2.00
'530330053014000','14',74.00
'530330053014000','16',8.00
'530330053014000','7',1.00
'530330053014001','12',33.00
'530330053014001','14',46.00
'530330053014001','16',34.00
'530330053014001','3',4.00
'530330053014001','7',10.00
'530330053014004','12',9.00
'530330053014004','13',3.00
'530330053014004','14',56.00
'530330053014004','17',1.00
'530330053021010','14',24.00
'530330053021010','7',5.00
'530330053022009','17',1.00
'530330053022010','12',41.00
'530330053022010','13',1.00
'530330053022010','14',43.00
'530330053022010','15',2.00
'530330053022010','17',34.00
'530330053022010','3',1.00
'530330053022010','7',25.00
'530330054001000','16',7.00
'530330054001000','17',1.00
'530330054001001','17',2.00
'530330054001002','6',1.00
'530330054001006','11',2.00
'530330054001006','13',1.00
'530330054001007','16',12.00
'530330054001011','2',1.00
'530330054001012','12',1.00
'530330054001017','13',4.00
'530330054001017','18',1.00
'530330054001017','2',1.00
'530330054001018','13',4.00
'530330054001019','17',1.00
'530330054002004','13',13.00
'530330054002004','18',1.00
'530330054002007','13',33.00
'530330054002007','17',10.00
'530330054002007','2',3.00
'530330054002007','3',4.00
'530330054002007','6',1.00
'530330054002007','8',39.00
'530330054002012','13',163.00
'530330054002012','17',63.00
'530330054002012','2',5.00
'530330054002012','3',17.00
'530330054002012','6',3.00
'530330054002012','7',2.00
'530330054002012','8',35.00
'530330054002016','12',10.00
'530330054002016','13',4.00
'530330054002016','16',4.00
'530330054002016','17',2.00
'530330054002016','6',5.00
'530330054002018','13',8.00
'530330054002019','13',33.00
'530330054002019','17',29.00
'530330054002019','6',76.00
'530330054002020','13',10.00
'530330054002020','17',17.00
'530330054002020','18',1.00
'530330054002020','6',152.00
'530330054002020','7',5.00
'530330054002021','13',2.00
'530330054002021','14',1.00
'530330054002021','16',10.00
'530330054002021','2',18.00
'530330054002022','12',1.00
'530330054002022','17',1.00
'530330054002024','12',1.00
'530330054002024','13',1.00
'530330054002024','14',20.00
'530330054002024','16',7.00
'530330054002025','2',47.00
'530330054002027','12',10.00
'530330054002027','3',7.00
'530330054002027','6',7.00
'530330054002028','3',196.00
'530330054002028','9',1.00
'530330054002029','13',51.00
'530330054002029','14',5.00
'530330054002029','3',4.00
'530330054002030','11',4.00
'530330054002030','12',15.00
'530330054002030','13',7.00
'530330054002032','13',133.00
'530330054002032','16',2.00
'530330054002032','2',9.00
'530330054002034','11',12.00
'530330054002034','13',2.00
'530330054002034','14',1.00
'530330054002034','15',2.00
'530330054002034','17',31.00
'530330054002034','7',5.00
'530330054002035','6',2.00
'530330054002039','11',5.00
'530330054002039','12',3.00
'530330054002039','13',48.00
'530330054002039','16',43.00
'530330054002039','17',17.00
'530330054002039','2',7.00
'530330054002039','6',7.00
'530330054002039','8',6.00
'530330054002040','12',2.00
'530330054002040','13',26.00
'530330054002040','17',13.00
'530330054002040','2',3.00
'530330054002040','3',8.00
'530330054002040','6',1.00
'530330054002040','8',2.00
'530330054002041','12',3.00
'530330054002041','13',147.00
'530330054002041','16',1.00
'530330054002041','2',9.00
'530330054002042','13',26.00
'530330054002042','17',11.00
'530330054002042','2',3.00
'530330054002042','3',1.00
'530330054002042','8',6.00
'530330054002043','17',2.00
'530330054003000','6',1.00
'530330054003001','11',3.00
'530330054003001','12',2.00
'530330054003001','14',4.00
'530330054003001','15',49.00
'530330054003001','17',1.00
'530330054003001','6',9.00
'530330054003001','7',6.00
'530330054003002','11',6.00
'530330054003002','12',1.00
'530330054003002','14',1.00
'530330054003002','15',52.00
'530330054003002','16',1.00
'530330054003002','6',7.00
'530330054003002','7',8.00
'530330054003003','12',14.00
'530330054003003','13',3.00
'530330054003003','3',2.00
'530330054003003','6',78.00
'530330054003003','7',6.00
'530330054003004','12',3.00
'530330054003004','13',6.00
'530330054003004','16',289.00
'530330054003004','6',87.00
'530330054003004','7',14.00
'530330054003005','16',5.00
'530330054003005','17',2.00
'530330054003007','7',1.00
'530330054003010','17',1.00
'530330054003010','6',1.00
'530330054003014','13',5.00
'530330054003014','14',4.00
'530330054003015','16',19.00
'530330054003016','13',164.00
'530330054003016','14',2.00
'530330054003016','6',3.00
'530330054003016','7',17.00
'530330054003017','13',255.00
'530330054003017','14',4.00
'530330054003017','16',1.00
'530330054003017','6',5.00
'530330054003017','7',18.00
'530330054003018','13',6.00
'530330054003018','14',2.00
'530330054003018','16',9.00
'530330054003018','2',2.00
'530330054003018','3',1.00
'530330054003018','6',1.00
'530330054003020','16',16.00
'530330054003024','3',210.00
'530330054003026','14',7.00
'530330054003026','2',21.00
'530330054003026','7',3.00
'530330054003027','13',24.00
'530330054003027','14',10.00
'530330054003027','17',2.00
'530330054003027','3',1.00
'530330054003027','7',10.00
'530330054003031','11',28.00
'530330054003031','12',7.00
'530330054003031','13',3.00
'530330054003031','16',1.00
'530330054003031','2',26.00
'530330054003031','7',1.00
'530330054004000','12',2.00
'530330054004001','14',24.00
'530330054004001','15',1.00
'530330054004001','16',13.00
'530330054004001','2',5.00
'530330054004001','6',4.00
'530330054004006','11',3.00
'530330054004006','12',1.00
'530330054004006','13',2.00
'530330054004006','17',2.00
'530330054004006','2',7.00
'530330054004006','6',1.00
'530330054004006','7',2.00
'530330054004006','8',3.00
'530330054004007','11',1.00
'530330054004007','12',1.00
'530330054004007','13',3.00
'530330054004007','17',4.00
'530330054004007','2',5.00
'530330054004007','6',3.00
'530330054004007','7',3.00
'530330054004007','8',3.00
'530330054004009','13',3.00
'530330054004010','13',3.00
'530330054004011','11',3.00
'530330054004011','17',1.00
'530330054004012','12',4.00
'530330054004012','13',15.00
'530330054004012','2',9.00
'530330054004012','7',7.00
'530330054004013','17',3.00
'530330054004014','13',25.00
'530330054004014','6',1.00
'530330054004015','13',8.00
'530330054004015','17',1.00
'530330054004017','13',2.00
'530330054004017','16',5.00
'530330054004018','16',3.00
'530330054004018','17',1.00
'530330054004019','6',1.00
'530330054004020','13',9.00
'530330054004020','17',10.00
'530330054004020','3',3.00
'530330054004020','6',5.00
'530330054004022','13',3.00
'530330054004022','17',42.00
'530330054004022','6',1.00
'530330054004022','8',26.00
'530330054004023','12',2.00
'530330054004023','13',14.00
'530330054004023','16',12.00
'530330054004023','2',92.00
'530330054004023','7',24.00
'530330054004024','12',1.00
'530330054004024','13',14.00
'530330054004024','17',10.00
'530330054004024','6',5.00
'530330054004027','13',17.00
'530330056001000','12',1.00
'530330056001000','7',3.00
'530330056001007','16',1.00
'530330056001011','17',1.00
'530330056001019','17',3.00
'530330056001023','17',1.00
'530330056001024','17',1.00
'530330056001024','2',3.00
'530330056002000','13',1.00
'530330056002000','6',13.00
'530330056002005','17',2.00
'530330056002010','17',2.00
'530330056002012','17',1.00
'530330056002012','6',3.00
'530330056002013','17',1.00
'530330056002013','6',1.00
'530330056002018','17',1.00
'530330056002022','11',3.00
'530330056002024','6',4.00
'530330056002027','13',5.00
'530330056002029','6',2.00
'530330056002030','6',1.00
'530330056002032','13',10.00
'530330056003000','13',1.00
'530330056003001','16',4.00
'530330056003002','13',5.00
'530330056003002','17',1.00
'530330056003005','13',1.00
'530330056003008','13',3.00
'530330056003020','12',2.00
'530330056003020','13',1.00
'530330056003020','14',35.00
'530330056003020','17',13.00
'530330056003020','7',1.00
'530330056003031','17',3.00
'530330056003033','12',6.00
'530330056003033','17',4.00
'530330056003033','3',5.00
'530330056003033','7',4.00
'530330056003035','13',18.00
'530330056003037','2',10.00
'530330056003040','17',1.00
'530330056003041','12',36.00
'530330056004002','6',1.00
'530330056004003','13',1.00
'530330056004003','6',1.00
'530330056004007','17',1.00
'530330056004008','6',1.00
'530330056004010','16',2.00
'530330056004012','13',1.00
'530330056004013','13',1.00
'530330056004013','17',1.00
'530330056004014','2',3.00
'530330056004017','17',1.00
'530330056004019','11',2.00
'530330056004020','17',1.00
'530330056004025','17',1.00
'530330056004025','6',2.00
'530330056004030','17',4.00
'530330056004032','12',10.00
'530330056004032','14',26.00
'530330056004032','16',3.00
'530330056004032','17',11.00
'530330056005002','6',1.00
'530330056005003','14',14.00
'530330056005004','12',4.00
'530330056005004','16',17.00
'530330056005004','17',12.00
'530330056005004','7',46.00
'530330056005005','12',14.00
'530330056005005','14',28.00
'530330056005005','16',8.00
'530330056005005','17',2.00
'530330056005005','7',2.00
'530330056005006','14',28.00
'530330056005006','7',1.00
'530330056005007','13',6.00
'530330056005009','14',6.00
'530330056005014','12',1.00
'530330056005014','13',1.00
'530330056005025','17',1.00
'530330056005033','2',2.00
'530330056005037','13',1.00
'530330056005046','17',4.00
'530330056005046','6',2.00
'530330056005048','7',4.00
'530330057001003','17',4.00
'530330057001003','2',2.00
'530330057001003','6',3.00
'530330057001004','17',1.00
'530330057001005','17',1.00
'530330057001011','17',6.00
'530330057001038','11',2.00
'530330057001038','12',3.00
'530330057001038','13',5.00
'530330057001038','16',9.00
'530330057001039','12',1.00
'530330057001039','13',4.00
'530330057001039','16',4.00
'530330057001039','17',1.00
'530330057002003','17',4.00
'530330057002004','17',8.00
'530330057002005','13',8.00
'530330057002007','17',1.00
'530330057002009','13',7.00
'530330057002010','13',2.00
'530330057002012','6',1.00
'530330057002013','16',4.00
'530330057002016','16',1.00
'530330057003001','17',41.00
'530330057003002','16',8.00
'530330057003002','17',18.00
'530330057003002','2',2.00
'530330057003003','7',25.00
'530330057003008','17',1.00
'530330057003011','13',1.00
'530330057003011','17',1.00
'530330057003012','17',1.00
'530330057003013','12',6.00
'530330057003013','14',1.00
'530330057003013','17',19.00
'530330057003013','2',5.00
'530330057003013','7',13.00
'530330057003014','16',1.00
'530330057003014','7',14.00
'530330057003015','13',23.00
'530330057003015','16',30.00
'530330057003015','6',3.00
'530330057003015','7',8.00
'530330057003016','12',8.00
'530330057003016','13',8.00
'530330057003016','14',26.00
'530330057003016','16',30.00
'530330057003016','17',7.00
'530330057003016','7',13.00
'530330057003017','12',4.00
'530330057003017','13',14.00
'530330057003017','14',21.00
'530330057003017','16',57.00
'530330057003017','17',8.00
'530330057003017','2',5.00
'530330057003017','3',5.00
'530330057003017','6',7.00
'530330057003017','7',10.00
'530330057003017','8',5.00
'530330057004002','14',12.00
'530330057004002','16',1.00
'530330057004003','16',6.00
'530330057004005','13',1.00
'530330057004006','16',4.00
'530330057004015','11',1.00
'530330057004015','12',1.00
'530330057004017','2',2.00
'530330057004018','17',2.00
'530330057004018','6',1.00
'530330057005001','13',2.00
'530330057005001','17',9.00
'530330057005001','2',11.00
'530330057005001','7',18.00
'530330057005001','8',276.00
'530330057005002','3',2.00
'530330057005002','6',2.00
'530330057005004','12',2.00
'530330057005004','2',3.00
'530330057005004','3',16.00
'530330057005004','6',6.00
'530330057005004','7',6.00
'530330057005006','3',1.00
'530330057005008','13',3.00
'530330057005008','16',1.00
'530330057005008','17',3.00
'530330057005008','2',1.00
'530330057005014','13',1.00
'530330057005014','16',3.00
'530330057005014','17',3.00
'530330057005015','13',9.00
'530330057005020','13',2.00
'530330057005020','17',3.00
'530330057005022','2',1.00
'530330057006002','17',1.00
'530330057006003','17',1.00
'530330057006003','7',6.00
'530330057006005','2',3.00
'530330057006006','17',1.00
'530330057006010','13',2.00
'530330057006012','17',1.00
'530330057006012','6',3.00
'530330057006012','7',49.00
'530330057006013','17',3.00
'530330058011000','13',6.00
'530330058011000','7',1.00
'530330058011004','13',4.00
'530330058011004','17',1.00
'530330058011006','14',14.00
'530330058011007','13',3.00
'530330058011007','2',1.00
'530330058011007','3',45.00
'530330058012000','12',1.00
'530330058012000','17',1.00
'530330058012001','15',2.00
'530330058012001','17',2.00
'530330058012001','6',1.00
'530330058012002','17',1.00
'530330058012002','6',2.00
'530330058012003','13',9.00
'530330058012003','17',1.00
'530330058012007','12',1.00
'530330058012007','17',5.00
'530330058012008','15',1.00
